dataset,model,seed,training_labels,training_anomalies,n_deploy,auroc,average_precision,n,fdp,power,true_discoveries
tolokers,hgb_graph_features,4,1176,248,10582,0.7954294310196643,0.4718154572232794,400,0.3975,0.10396893874029335,241
tolokers,hgb_graph_features,4,1176,248,10582,0.7954294310196643,0.4718154572232794,800,0.44125,0.1928386540120794,447
tolokers,hgb_graph_features,4,1176,248,10582,0.7954294310196643,0.4718154572232794,1600,0.47125,0.36496980155306297,846
tolokers,hgb_graph_features,4,1176,248,10582,0.7954294310196643,0.4718154572232794,2116,0.4933837429111531,0.4624676445211389,1072
tolokers,hgb_attributes,5,1176,240,10582,0.7050308808997714,0.3434829118189636,25,0.52,0.005159071367153913,12
tolokers,hgb_attributes,5,1176,240,10582,0.7050308808997714,0.3434829118189636,50,0.56,0.009458297506448839,22
tolokers,hgb_attributes,5,1176,240,10582,0.7050308808997714,0.3434829118189636,100,0.6,0.017196904557179708,40
tolokers,hgb_attributes,5,1176,240,10582,0.7050308808997714,0.3434829118189636,200,0.655,0.029664660361134996,69
tolokers,hgb_attributes,5,1176,240,10582,0.7050308808997714,0.3434829118189636,400,0.64,0.061908856405846945,144
tolokers,hgb_attributes,5,1176,240,10582,0.7050308808997714,0.3434829118189636,800,0.65375,0.11908856405846947,277
tolokers,hgb_attributes,5,1176,240,10582,0.7050308808997714,0.3434829118189636,1600,0.6425,0.24591573516766982,572
tolokers,hgb_attributes,5,1176,240,10582,0.7050308808997714,0.3434829118189636,2116,0.6247637051039697,0.3413585554600172,794
tolokers,hgb_graph_features,5,1176,240,10582,0.7915923571257174,0.48139039714309245,25,0.16,0.009028374892519347,21
tolokers,hgb_graph_features,5,1176,240,10582,0.7915923571257174,0.48139039714309245,50,0.2,0.017196904557179708,40
tolokers,hgb_graph_features,5,1176,240,10582,0.7915923571257174,0.48139039714309245,100,0.24,0.03267411865864144,76
tolokers,hgb_graph_features,5,1176,240,10582,0.7915923571257174,0.48139039714309245,200,0.315,0.0588993981083405,137
tolokers,hgb_graph_features,5,1176,240,10582,0.7915923571257174,0.48139039714309245,400,0.3775,0.10705073086844367,249
tolokers,hgb_graph_features,5,1176,240,10582,0.7915923571257174,0.48139039714309245,800,0.435,0.1943250214961307,452
tolokers,hgb_graph_features,5,1176,240,10582,0.7915923571257174,0.48139039714309245,1600,0.488125,0.3521066208082545,819
tolokers,hgb_graph_features,5,1176,240,10582,0.7915923571257174,0.48139039714309245,2116,0.5170132325141777,0.43938091143594155,1022
tolokers,hgb_attributes,6,1176,258,10582,0.6946413751875222,0.33054296626426516,25,0.64,0.00389948006932409,9
tolokers,hgb_attributes,6,1176,258,10582,0.6946413751875222,0.33054296626426516,50,0.58,0.009098786828422877,21
tolokers,hgb_attributes,6,1176,258,10582,0.6946413751875222,0.33054296626426516,100,0.6,0.01733102253032929,40
tolokers,hgb_attributes,6,1176,258,10582,0.6946413751875222,0.33054296626426516,200,0.63,0.032062391681109186,74
tolokers,hgb_attributes,6,1176,258,10582,0.6946413751875222,0.33054296626426516,400,0.655,0.05979202772963605,138
tolokers,hgb_attributes,6,1176,258,10582,0.6946413751875222,0.33054296626426516,800,0.67,0.11438474870017332,264
tolokers,hgb_attributes,6,1176,258,10582,0.6946413751875222,0.33054296626426516,1600,0.63875,0.25043327556325823,578
tolokers,hgb_attributes,6,1176,258,10582,0.6946413751875222,0.33054296626426516,2116,0.6460302457466919,0.3245233968804159,749
tolokers,hgb_graph_features,6,1176,258,10582,0.7777223048207221,0.45069438610636325,25,0.24,0.008232235701906412,19
tolokers,hgb_graph_features,6,1176,258,10582,0.7777223048207221,0.45069438610636325,50,0.32,0.014731369150779897,34
tolokers,hgb_graph_features,6,1176,258,10582,0.7777223048207221,0.45069438610636325,100,0.34,0.02859618717504333,66
tolokers,hgb_graph_features,6,1176,258,10582,0.7777223048207221,0.45069438610636325,200,0.365,0.055025996533795495,127
tolokers,hgb_graph_features,6,1176,258,10582,0.7777223048207221,0.45069438610636325,400,0.415,0.10138648180242635,234
tolokers,hgb_graph_features,6,1176,258,10582,0.7777223048207221,0.45069438610636325,800,0.45375,0.1893414211438475,437
tolokers,hgb_graph_features,6,1176,258,10582,0.7777223048207221,0.45069438610636325,1600,0.523125,0.3305892547660312,763
tolokers,hgb_graph_features,6,1176,258,10582,0.7777223048207221,0.45069438610636325,2116,0.5406427221172023,0.42114384748700173,972
tolokers,hgb_attributes,7,1176,261,10582,0.6976582784220026,0.32913839231821607,25,0.64,0.0039045553145336228,9
tolokers,hgb_attributes,7,1176,261,10582,0.6976582784220026,0.32913839231821607,50,0.66,0.00737527114967462,17
tolokers,hgb_attributes,7,1176,261,10582,0.6976582784220026,0.32913839231821607,100,0.7,0.013015184381778741,30
tolokers,hgb_attributes,7,1176,261,10582,0.6976582784220026,0.32913839231821607,200,0.69,0.026898047722342732,62
tolokers,hgb_attributes,7,1176,261,10582,0.6976582784220026,0.32913839231821607,400,0.64,0.062472885032537964,144
tolokers,hgb_attributes,7,1176,261,10582,0.6976582784220026,0.32913839231821607,800,0.68875,0.10802603036876356,249
tolokers,hgb_attributes,7,1176,261,10582,0.6976582784220026,0.32913839231821607,1600,0.655625,0.23904555314533624,551
tolokers,hgb_attributes,7,1176,261,10582,0.6976582784220026,0.32913839231821607,2116,0.6488657844990549,0.3223427331887202,743
tolokers,hgb_graph_features,7,1176,261,10582,0.7896198780982872,0.4615169086028684,25,0.28,0.0078091106290672455,18
tolokers,hgb_graph_features,7,1176,261,10582,0.7896198780982872,0.4615169086028684,50,0.34,0.014316702819956615,33
tolokers,hgb_graph_features,7,1176,261,10582,0.7896198780982872,0.4615169086028684,100,0.42,0.025162689804772233,58
tolokers,hgb_graph_features,7,1176,261,10582,0.7896198780982872,0.4615169086028684,200,0.41,0.051193058568329716,118
tolokers,hgb_graph_features,7,1176,261,10582,0.7896198780982872,0.4615169086028684,400,0.4425,0.09674620390455531,223
tolokers,hgb_graph_features,7,1176,261,10582,0.7896198780982872,0.4615169086028684,800,0.445,0.1926247288503254,444
tolokers,hgb_graph_features,7,1176,261,10582,0.7896198780982872,0.4615169086028684,1600,0.491875,0.3527114967462039,813
tolokers,hgb_graph_features,7,1176,261,10582,0.7896198780982872,0.4615169086028684,2116,0.5236294896030246,0.4373101952277657,1008
tolokers,hgb_attributes,8,1176,250,10582,0.7202126863816112,0.3628639380643166,25,0.56,0.004749568221070812,11
tolokers,hgb_attributes,8,1176,250,10582,0.7202126863816112,0.3628639380643166,50,0.46,0.011658031088082901,27
tolokers,hgb_attributes,8,1176,250,10582,0.7202126863816112,0.3628639380643166,100,0.56,0.018998272884283247,44
tolokers,hgb_attributes,8,1176,250,10582,0.7202126863816112,0.3628639380643166,200,0.615,0.033246977547495685,77
tolokers,hgb_attributes,8,1176,250,10582,0.7202126863816112,0.3628639380643166,400,0.6275,0.06433506044905009,149
tolokers,hgb_attributes,8,1176,250,10582,0.7202126863816112,0.3628639380643166,800,0.59875,0.13860103626943004,321
tolokers,hgb_attributes,8,1176,250,10582,0.7202126863816112,0.3628639380643166,1600,0.584375,0.28713298791019,665
tolokers,hgb_attributes,8,1176,250,10582,0.7202126863816112,0.3628639380643166,2116,0.6039697542533081,0.36183074265975823,838
tolokers,hgb_graph_features,8,1176,250,10582,0.795847050384725,0.4803898676091779,25,0.24,0.008203799654576857,19
tolokers,hgb_graph_features,8,1176,250,10582,0.795847050384725,0.4803898676091779,50,0.28,0.015544041450777202,36
tolokers,hgb_graph_features,8,1176,250,10582,0.795847050384725,0.4803898676091779,100,0.31,0.029792746113989636,69
tolokers,hgb_graph_features,8,1176,250,10582,0.795847050384725,0.4803898676091779,200,0.365,0.05483592400690846,127
tolokers,hgb_graph_features,8,1176,250,10582,0.795847050384725,0.4803898676091779,400,0.3875,0.10578583765112262,245
tolokers,hgb_graph_features,8,1176,250,10582,0.795847050384725,0.4803898676091779,800,0.43375,0.1955958549222798,453
tolokers,hgb_graph_features,8,1176,250,10582,0.795847050384725,0.4803898676091779,1600,0.48125,0.35837651122625214,830
tolokers,hgb_graph_features,8,1176,250,10582,0.795847050384725,0.4803898676091779,2116,0.505671077504726,0.45164075993091535,1046
tolokers,hgb_attributes,9,1176,282,10582,0.7090274321793406,0.3497684988220383,25,0.32,0.0074430823117338,17
tolokers,hgb_attributes,9,1176,282,10582,0.7090274321793406,0.3497684988220383,50,0.4,0.013134851138353765,30
tolokers,hgb_attributes,9,1176,282,10582,0.7090274321793406,0.3497684988220383,100,0.51,0.021453590192644482,49
tolokers,hgb_attributes,9,1176,282,10582,0.7090274321793406,0.3497684988220383,200,0.575,0.037215411558669004,85
tolokers,hgb_attributes,9,1176,282,10582,0.7090274321793406,0.3497684988220383,400,0.63,0.0647985989492119,148
tolokers,hgb_attributes,9,1176,282,10582,0.7090274321793406,0.3497684988220383,800,0.60625,0.13791593695271454,315
tolokers,hgb_attributes,9,1176,282,10582,0.7090274321793406,0.3497684988220383,1600,0.655,0.24168126094570927,552
tolokers,hgb_attributes,9,1176,282,10582,0.7090274321793406,0.3497684988220383,2116,0.6323251417769377,0.340630472854641,778
tolokers,hgb_graph_features,9,1176,282,10582,0.7963288423475958,0.47770890909686436,25,0.2,0.008756567425569177,20
tolokers,hgb_graph_features,9,1176,282,10582,0.7963288423475958,0.47770890909686436,50,0.22,0.017075306479859893,39
tolokers,hgb_graph_features,9,1176,282,10582,0.7963288423475958,0.47770890909686436,100,0.32,0.0297723292469352,68
tolokers,hgb_graph_features,9,1176,282,10582,0.7963288423475958,0.47770890909686436,200,0.385,0.053852889667250436,123
tolokers,hgb_graph_features,9,1176,282,10582,0.7963288423475958,0.47770890909686436,400,0.3975,0.10551663747810858,241
tolokers,hgb_graph_features,9,1176,282,10582,0.7963288423475958,0.47770890909686436,800,0.44875,0.19308231173380036,441
tolokers,hgb_graph_features,9,1176,282,10582,0.7963288423475958,0.47770890909686436,1600,0.486875,0.3594570928196147,821
tolokers,hgb_graph_features,9,1176,282,10582,0.7963288423475958,0.47770890909686436,2116,0.5108695652173914,0.4531523642732049,1035
