dataset,model,label_fraction,design,method,fdp_mean,fdp_std,power_mean,power_std,discoveries_mean,discoveries_std,true_discoveries_mean,true_discoveries_std,nonempty_mean,nonempty_std,reference_labels_mean,reference_labels_std,training_labels_mean,training_labels_std,n_reference_mean,n_reference_std,cal_low_mean,cal_low_std,cal_high_mean,cal_high_std,test_low_mean,test_low_std,test_high_mean,test_high_std
amazon,hgb_attributes,1.0,exposure_80,stratified,0.037643239029220545,0.011139515812208605,0.6365531769923061,0.07545619646703909,122.67999999999999,14.023535772249295,117.9,13.51188777007532,1.0,0.0,5831.3,0.48304589153955846,864.0,0.0,5275.5,5.169354139757052,4502.58,6.5965984500431425,772.92,9.772614798507117,1557.22,7.5480387445276,386.48,7.405223381730844
amazon,hgb_attributes,1.0,zero_exposure,filtered_low,0.19809103693921862,0.08007777672307868,0.8069378842918201,0.05379207951641998,195.0,31.20740652829424,149.54,10.302124915655883,0.9800000000000001,0.06324555320336758,5831.3,0.48304589153955846,864.0,0.0,5275.5,5.169354139757052,215.44,8.909320961779294,5060.06,12.733525303962736,77.86,4.239549242287176,1865.8400000000001,4.272704061832512
amazon,hgb_attributes,1.0,zero_exposure,full_random,0.0917413826655223,0.015605253360957763,0.7831292769794211,0.022328238674953187,160.0,5.933707853348432,145.12,4.563819063508597,1.0,0.0,5831.3,0.48304589153955846,864.0,0.0,5275.5,5.169354139757052,215.44,8.909320961779294,5060.06,12.733525303962736,77.86,4.239549242287176,1865.8400000000001,4.272704061832512
amazon,hgb_attributes,1.0,zero_exposure,stratified,0.04386766152657524,0.008245545876584293,0.694413461080781,0.02000414246558621,134.78,3.669029541687795,128.66,3.2891065994008533,1.0,0.0,5831.3,0.48304589153955846,864.0,0.0,5275.5,5.169354139757052,215.44,8.909320961779294,5060.06,12.733525303962736,77.86,4.239549242287176,1865.8400000000001,4.272704061832512
amazon,hgb_graph_features,0.25,exposure_80,filtered_low,0.12736367432058637,0.0279664967738952,0.8134243039055477,0.019959648546605153,173.12,7.462617949933289,150.72,3.601481176775281,1.0,0.0,1466.8600000000001,21.64605173133322,864.0,0.0,1326.82,18.2482754131879,1121.74,12.546110508396227,205.08,6.943710183404201,1558.0,8.913410620457762,385.7,8.808707812916335
amazon,hgb_graph_features,0.25,exposure_80,full_random,0.08910270402545907,0.024768795472161435,0.7775863278806721,0.017864801834565684,158.7,6.4161255183067185,144.07999999999998,3.22104192942455,1.0,0.0,1466.8600000000001,21.64605173133322,864.0,0.0,1326.82,18.2482754131879,1121.74,12.546110508396227,205.08,6.943710183404201,1558.0,8.913410620457762,385.7,8.808707812916335
amazon,hgb_graph_features,0.25,exposure_80,stratified,0.03756253729539765,0.01171063607982195,0.5085444174975572,0.10218019909207171,98.28,19.255521574631814,94.14,18.36810036751518,0.9,0.1414213562373095,1466.8600000000001,21.64605173133322,864.0,0.0,1326.82,18.2482754131879,1121.74,12.546110508396227,205.08,6.943710183404201,1558.0,8.913410620457762,385.7,8.808707812916335
amazon,hgb_graph_features,0.25,zero_exposure,filtered_low,0.08504102315932904,0.03779380150156694,0.6745924430818043,0.07713343302253962,140.62,20.846198694246393,125.0,14.335348695522626,0.9,0.10540925533894596,1466.8600000000001,21.64605173133322,864.0,0.0,1326.82,18.2482754131879,207.32,13.176477357607972,1119.5,21.746877170450652,305.65999999999997,19.50727499621046,1638.04,19.586117532579056
amazon,hgb_graph_features,0.25,zero_exposure,full_random,0.08910270402545907,0.024768795472161435,0.7775863278806721,0.017864801834565684,158.7,6.4161255183067185,144.07999999999998,3.22104192942455,1.0,0.0,1466.8600000000001,21.64605173133322,864.0,0.0,1326.82,18.2482754131879,207.32,13.176477357607972,1119.5,21.746877170450652,305.65999999999997,19.50727499621046,1638.04,19.586117532579056
amazon,hgb_graph_features,0.25,zero_exposure,stratified,0.04688459304043525,0.01678317593233415,0.5722261087476369,0.05616324661613526,111.46,11.437190797277683,106.0,10.01687465119624,0.96,0.08432740427115676,1466.8600000000001,21.64605173133322,864.0,0.0,1326.82,18.2482754131879,207.32,13.176477357607972,1119.5,21.746877170450652,305.65999999999997,19.50727499621046,1638.04,19.586117532579056
